"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Lakholi",431,21.20296,81.905328,0,0,"01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":140,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":140,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":140,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":140,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Lakholi</b><br/><b> </b> M/s Raipur Expressway Ltd",0,"BOT (Toll)",,,,,,,,
"Sundar Nagar",432,21.229353,81.607029,0,0,"01-07-2018","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":135,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":135,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":135,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":135,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Sundar Nagar</b><br/><b> </b> M/s Raipur Expressway Ltd",0,"BOT (Toll)",,,,,,,,
"Raipur",433,26.063535,74.05947,0,0,"01-04-2021","{""car_single"":null,""car_multi"":125,""car_monthly"":2740,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4425,""bus_multi"":415,""bus_monthly"":9275,""multiaxle_single"":305,""multiaxle_multi"":455,""multiaxle_monthly"":10120,""hcm_single"":435,""hcm_multi"":655,""hcm_monthly"":14545,""four_six_axle_single"":435,""four_six_axle_multi"":655,""four_six_axle_monthly"":14545,""seven_plus_axle_single"":530,""seven_plus_axle_multi"":795,""seven_plus_axle_monthly"":17710}","<b style='color:#22A7EA'>Raipur</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Indranagar",434,25.828286,73.45492,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2405,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3885,""bus_multi"":365,""bus_monthly"":8145,""multiaxle_single"":265,""multiaxle_multi"":400,""multiaxle_monthly"":8885,""hcm_single"":385,""hcm_multi"":575,""hcm_monthly"":12775,""four_six_axle_single"":385,""four_six_axle_multi"":575,""four_six_axle_monthly"":12775,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":700,""seven_plus_axle_monthly"":15550}","<b style='color:#22A7EA'>Indranagar</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Birami",438,25.371114,73.201486,0,0,"01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":2985,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4820,""bus_multi"":455,""bus_monthly"":10100,""multiaxle_single"":330,""multiaxle_multi"":495,""multiaxle_monthly"":11020,""hcm_single"":475,""hcm_multi"":715,""hcm_monthly"":15840,""four_six_axle_single"":475,""four_six_axle_multi"":715,""four_six_axle_monthly"":15840,""seven_plus_axle_single"":580,""seven_plus_axle_multi"":870,""seven_plus_axle_monthly"":19280}","<b style='color:#22A7EA'>Birami</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Uthamam",439,25.033571,72.94353,0,0,"01-04-2021","{""car_single"":null,""car_multi"":180,""car_monthly"":4020,""lcv_single"":null,""lcv_multi"":285,""lcv_monthly"":6375,""bus_multi"":595,""bus_monthly"":13215,""multiaxle_single"":435,""multiaxle_multi"":650,""multiaxle_monthly"":14440,""hcm_single"":615,""hcm_multi"":920,""hcm_monthly"":20480,""four_six_axle_single"":615,""four_six_axle_multi"":920,""four_six_axle_monthly"":20480,""seven_plus_axle_single"":765,""seven_plus_axle_multi"":1150,""seven_plus_axle_monthly"":25500}","<b style='color:#22A7EA'>Uthamam</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Gaddurur",440,13.194218,78.545197,0,0,"01-04-2021","{""car_single"":null,""car_multi"":40,""car_monthly"":915,""lcv_single"":null,""lcv_multi"":65,""lcv_monthly"":1475,""bus_multi"":140,""bus_monthly"":3095,""multiaxle_single"":100,""multiaxle_multi"":150,""multiaxle_monthly"":3375,""hcm_single"":145,""hcm_multi"":220,""hcm_monthly"":4850,""four_six_axle_single"":145,""four_six_axle_multi"":220,""four_six_axle_monthly"":4850,""seven_plus_axle_single"":175,""seven_plus_axle_multi"":265,""seven_plus_axle_monthly"":5905}","<b style='color:#22A7EA'>Gaddurur</b><br/><b> </b> M/s J.S.R.Mulbagal Tollways Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"WEPL Mathani",441,21.139545,79.365105,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1870,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":3025,""bus_multi"":285,""bus_monthly"":6335,""multiaxle_single"":205,""multiaxle_multi"":310,""multiaxle_monthly"":6910,""hcm_single"":300,""hcm_multi"":445,""hcm_monthly"":9930,""four_six_axle_single"":300,""four_six_axle_multi"":445,""four_six_axle_monthly"":9930,""seven_plus_axle_single"":365,""seven_plus_axle_multi"":545,""seven_plus_axle_monthly"":12090}","<b style='color:#22A7EA'>WEPL Mathani</b><br/><b> </b> M/s  Wainganga Expressway Private Ltd",0,"BOT (Toll)",,,,,,,,
"Runni",442,26.373615,85.493984,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1885,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":3050,""bus_multi"":285,""bus_monthly"":6385,""multiaxle_single"":210,""multiaxle_multi"":315,""multiaxle_monthly"":6970,""hcm_single"":300,""hcm_multi"":450,""hcm_monthly"":10015,""four_six_axle_single"":300,""four_six_axle_multi"":450,""four_six_axle_monthly"":10015,""seven_plus_axle_single"":365,""seven_plus_axle_multi"":550,""seven_plus_axle_monthly"":12195}","<b style='color:#22A7EA'>Runni</b><br/><b> </b> Ms Ranchor Infra Developers Pvt. Ltd.",0,"Public Funded",,,,,,,,
"S V Puram",443,13.525577,79.532925,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2425,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3775,""bus_multi"":350,""bus_monthly"":7740,""multiaxle_single"":355,""multiaxle_multi"":535,""multiaxle_monthly"":11860,""hcm_single"":355,""hcm_multi"":535,""hcm_monthly"":11860,""four_six_axle_single"":355,""four_six_axle_multi"":535,""four_six_axle_monthly"":11860,""seven_plus_axle_single"":455,""seven_plus_axle_multi"":680,""seven_plus_axle_monthly"":15105}","<b style='color:#22A7EA'>S V Puram</b><br/><b> </b> Aravind Chandrasekaran",0,"BOT (Toll)",,,,,,,,
"Pattaraiperumbudur (temporary TP)",444,13.150776,79.834675,0,0,"01-04-2021","{""car_single"":null,""car_multi"":50,""car_monthly"":1065,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1725,""bus_multi"":165,""bus_monthly"":3610,""multiaxle_single"":170,""multiaxle_multi"":255,""multiaxle_monthly"":5665,""hcm_single"":170,""hcm_multi"":255,""hcm_monthly"":5665,""four_six_axle_single"":170,""four_six_axle_multi"":255,""four_six_axle_monthly"":5665,""seven_plus_axle_single"":205,""seven_plus_axle_multi"":310,""seven_plus_axle_monthly"":6895}","<b style='color:#22A7EA'>Pattaraiperumbudur (temporary TP)</b><br/><b> </b> R. Muthusamy",0,"BOT (Toll)",,,,,,,,
"Paat Sahanipur (Pipli)",445,20.137113,85.83902,0,0,"01-04-2021","{""car_single"":null,""car_multi"":175,""car_monthly"":3875,""lcv_single"":null,""lcv_multi"":270,""lcv_monthly"":6050,""bus_multi"":555,""bus_monthly"":12345,""multiaxle_single"":570,""multiaxle_multi"":850,""multiaxle_monthly"":18935,""hcm_single"":570,""hcm_multi"":850,""hcm_monthly"":18935,""four_six_axle_single"":570,""four_six_axle_multi"":850,""four_six_axle_monthly"":18935,""seven_plus_axle_single"":725,""seven_plus_axle_multi"":1085,""seven_plus_axle_monthly"":24115}","<b style='color:#22A7EA'>Paat Sahanipur (Pipli)</b><br/><b> </b> Ms Sahakar Global Ltd.",0,"BOT (Toll)",,,,,,,,
"Methoon",446,24.420042,76.503896,0,0,"01-04-2021","{""car_single"":null,""car_multi"":75,""car_monthly"":1645,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2660,""bus_multi"":250,""bus_monthly"":5570,""multiaxle_single"":180,""multiaxle_multi"":275,""multiaxle_monthly"":6075,""hcm_single"":260,""hcm_multi"":395,""hcm_monthly"":8730,""four_six_axle_single"":260,""four_six_axle_multi"":395,""four_six_axle_monthly"":8730,""seven_plus_axle_single"":320,""seven_plus_axle_multi"":480,""seven_plus_axle_monthly"":10630}","<b style='color:#22A7EA'>Methoon</b><br/><b> </b> Sh. Rishiraj Singh Rathor",0,"Public Funded",,,,,,,,
"Kaniyur",447,11.012827,77.073181,0,0,"01-04-2021","{""car_single"":null,""car_multi"":150,""car_monthly"":3375,""lcv_single"":null,""lcv_multi"":235,""lcv_monthly"":5190,""bus_multi"":475,""bus_monthly"":10545,""multiaxle_single"":480,""multiaxle_multi"":720,""multiaxle_monthly"":16015,""hcm_single"":480,""hcm_multi"":720,""hcm_monthly"":16015,""four_six_axle_single"":480,""four_six_axle_multi"":720,""four_six_axle_monthly"":16015,""seven_plus_axle_single"":625,""seven_plus_axle_multi"":935,""seven_plus_axle_monthly"":20750}","<b style='color:#22A7EA'>Kaniyur</b><br/><b> </b> M/s  IVRCL Chengapalli Tollways Ltd Avinashi",0,"BOT (Toll)",,,,,,,,
"Mokha",448,22.934663,69.801655,0,0,"01-04-2021","{""car_single"":null,""car_multi"":170,""car_monthly"":3790,""lcv_single"":null,""lcv_multi"":270,""lcv_monthly"":5985,""bus_multi"":555,""bus_monthly"":12370,""multiaxle_single"":575,""multiaxle_multi"":860,""multiaxle_monthly"":19125,""hcm_single"":575,""hcm_multi"":860,""hcm_monthly"":19125,""four_six_axle_single"":575,""four_six_axle_multi"":860,""four_six_axle_monthly"":19125,""seven_plus_axle_single"":720,""seven_plus_axle_multi"":1080,""seven_plus_axle_monthly"":23950}","<b style='color:#22A7EA'>Mokha</b><br/><b> </b> Ms Coral Associates",0,"BOT (Toll)",,,,,,,,
"Eethakota",450,16.715205,81.827876,0,0,"01-04-2021","{""car_single"":null,""car_multi"":150,""car_monthly"":3375,""lcv_single"":null,""lcv_multi"":245,""lcv_monthly"":5450,""bus_multi"":515,""bus_monthly"":11415,""multiaxle_single"":375,""multiaxle_multi"":560,""multiaxle_monthly"":12455,""hcm_single"":535,""hcm_multi"":805,""hcm_monthly"":17900,""four_six_axle_single"":535,""four_six_axle_multi"":805,""four_six_axle_monthly"":17900,""seven_plus_axle_single"":655,""seven_plus_axle_multi"":980,""seven_plus_axle_monthly"":21790}","<b style='color:#22A7EA'>Eethakota</b><br/><b> </b> Diwantham Tollways Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Unguturu",451,16.823729,81.430664,0,0,"01-04-2021","{""car_single"":null,""car_multi"":140,""car_monthly"":3150,""lcv_single"":null,""lcv_multi"":230,""lcv_monthly"":5090,""bus_multi"":480,""bus_monthly"":10665,""multiaxle_single"":350,""multiaxle_multi"":525,""multiaxle_monthly"":11635,""hcm_single"":500,""hcm_multi"":755,""hcm_monthly"":16725,""four_six_axle_single"":500,""four_six_axle_multi"":755,""four_six_axle_monthly"":16725,""seven_plus_axle_single"":610,""seven_plus_axle_multi"":915,""seven_plus_axle_monthly"":20365}","<b style='color:#22A7EA'>Unguturu</b><br/><b> </b> Siddanntham Tollways Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Chagalmarri",452,14.979577,78.574764,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2475,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":4000,""bus_multi"":375,""bus_monthly"":8380,""multiaxle_single"":395,""multiaxle_multi"":590,""multiaxle_monthly"":13140,""hcm_single"":395,""hcm_multi"":590,""hcm_monthly"":13140,""four_six_axle_single"":395,""four_six_axle_multi"":590,""four_six_axle_monthly"":13140,""seven_plus_axle_single"":480,""seven_plus_axle_multi"":720,""seven_plus_axle_monthly"":16000}","<b style='color:#22A7EA'>Chagalmarri</b><br/><b> </b> M/s KMC Construction Limited &amp; IVRCL infrastructure Limited",0,"BOT (Toll)",,,,,,,,
"Palempalli",453,14.513518,78.79121,0,0,"01-04-2021","{""car_single"":null,""car_multi"":55,""car_monthly"":1260,""lcv_single"":null,""lcv_multi"":90,""lcv_monthly"":2035,""bus_multi"":190,""bus_monthly"":4265,""multiaxle_single"":200,""multiaxle_multi"":300,""multiaxle_monthly"":6685,""hcm_single"":200,""hcm_multi"":300,""hcm_monthly"":6685,""four_six_axle_single"":200,""four_six_axle_multi"":300,""four_six_axle_monthly"":6685,""seven_plus_axle_single"":245,""seven_plus_axle_multi"":365,""seven_plus_axle_monthly"":8140}","<b style='color:#22A7EA'>Palempalli</b><br/><b> </b> M/s KMC Construction Limited &amp; IVRCL infrastructure Limited",0,"BOT (Toll)",,,,,,,,
"Pahammawlein",454,25.99328,91.860491,0,0,"01-04-2021","{""car_single"":null,""car_multi"":120,""car_monthly"":2675,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4325,""bus_multi"":410,""bus_monthly"":9060,""multiaxle_single"":295,""multiaxle_multi"":445,""multiaxle_monthly"":9885,""hcm_single"":425,""hcm_multi"":640,""hcm_monthly"":14210,""four_six_axle_single"":425,""four_six_axle_multi"":640,""four_six_axle_monthly"":14210,""seven_plus_axle_single"":520,""seven_plus_axle_multi"":780,""seven_plus_axle_monthly"":17295}","<b style='color:#22A7EA'>Pahammawlein</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd",0,"Public Funded",,,,,,,,
"Rohad",455,28.754563,76.795216,0,0,"01-09-2021","{""car_single"":null,""car_multi"":95,""car_monthly"":1930,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3375,""bus_multi"":340,""bus_monthly"":6755,""multiaxle_single"":360,""multiaxle_multi"":545,""multiaxle_monthly"":10855,""hcm_single"":360,""hcm_multi"":545,""hcm_monthly"":10855,""four_six_axle_single"":360,""four_six_axle_multi"":545,""four_six_axle_monthly"":10855,""seven_plus_axle_single"":360,""seven_plus_axle_multi"":545,""seven_plus_axle_monthly"":10855}","<b style='color:#22A7EA'>Rohad</b><br/><b> </b> M/s West Haryana Higway Project Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Kishorpura",456,25.17025,76.130522,0,0,"01-04-2021","{""car_single"":null,""car_multi"":210,""car_monthly"":4690,""lcv_single"":null,""lcv_multi"":330,""lcv_monthly"":7350,""bus_multi"":680,""bus_monthly"":15120,""multiaxle_single"":695,""multiaxle_multi"":1045,""multiaxle_monthly"":23245,""hcm_single"":695,""hcm_multi"":1045,""hcm_monthly"":23245,""four_six_axle_single"":695,""four_six_axle_multi"":1045,""four_six_axle_monthly"":23245,""seven_plus_axle_single"":880,""seven_plus_axle_multi"":1325,""seven_plus_axle_monthly"":29400}","<b style='color:#22A7EA'>Kishorpura</b><br/><b> </b> Noor Mohammad",0,"BOT (Toll)",,,,,,,,
"Mandawada (Gomati)",457,25.20385,73.814701,0,0,"01-04-2021","{""car_single"":null,""car_multi"":65,""car_monthly"":1415,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2285,""bus_multi"":215,""bus_monthly"":4785,""multiaxle_single"":155,""multiaxle_multi"":235,""multiaxle_monthly"":5220,""hcm_single"":225,""hcm_multi"":340,""hcm_monthly"":7500,""four_six_axle_single"":225,""four_six_axle_multi"":340,""four_six_axle_monthly"":7500,""seven_plus_axle_single"":275,""seven_plus_axle_multi"":410,""seven_plus_axle_monthly"":9130}","<b style='color:#22A7EA'>Mandawada (Gomati)</b><br/><b> </b> M/s Shreenathji-Udaipur Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Negadiya",458,25.704011,74.061836,0,0,"01-04-2021","{""car_single"":null,""car_multi"":200,""car_monthly"":4430,""lcv_single"":null,""lcv_multi"":310,""lcv_monthly"":6875,""bus_multi"":630,""bus_monthly"":14050,""multiaxle_single"":460,""multiaxle_multi"":695,""multiaxle_monthly"":15390,""hcm_single"":645,""hcm_multi"":965,""hcm_monthly"":21465,""four_six_axle_single"":645,""four_six_axle_multi"":965,""four_six_axle_monthly"":21465,""seven_plus_axle_single"":825,""seven_plus_axle_multi"":1235,""seven_plus_axle_monthly"":27490}","<b style='color:#22A7EA'>Negadiya</b><br/><b> </b> M/s Shreenathji-Udaipur Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Surathkal",459,12.993098,74.792333,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1860,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":3005,""bus_multi"":285,""bus_monthly"":6300,""multiaxle_single"":205,""multiaxle_multi"":310,""multiaxle_monthly"":6875,""hcm_single"":295,""hcm_multi"":445,""hcm_monthly"":9880,""four_six_axle_single"":295,""four_six_axle_multi"":445,""four_six_axle_monthly"":9880,""seven_plus_axle_single"":360,""seven_plus_axle_multi"":540,""seven_plus_axle_monthly"":12030}","<b style='color:#22A7EA'>Surathkal</b><br/><b> </b> Ms A.K. Construction Company",0,"Public Funded",,,,,,,,
"Bhiknoor",460,18.205251,78.398261,0,0,"01-04-2021","{""car_single"":null,""car_multi"":115,""car_monthly"":2610,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4215,""bus_multi"":400,""bus_monthly"":8835,""multiaxle_single"":290,""multiaxle_multi"":435,""multiaxle_monthly"":9640,""hcm_single"":415,""hcm_multi"":625,""hcm_monthly"":13855,""four_six_axle_single"":415,""four_six_axle_multi"":625,""four_six_axle_monthly"":13855,""seven_plus_axle_single"":505,""seven_plus_axle_multi"":760,""seven_plus_axle_monthly"":16865}","<b style='color:#22A7EA'>Bhiknoor</b><br/><b> </b> V. Vidyasagar Reddy",0,"Public Funded",,,,,,,,
"Kunwarpur",461,25.674873,82.32499,0,0,"01-04-2021","{""car_single"":null,""car_multi"":100,""car_monthly"":2235,""lcv_single"":null,""lcv_multi"":160,""lcv_monthly"":3605,""bus_multi"":340,""bus_monthly"":7560,""multiaxle_single"":245,""multiaxle_multi"":370,""multiaxle_monthly"":8245,""hcm_single"":355,""hcm_multi"":535,""hcm_monthly"":11855,""four_six_axle_single"":355,""four_six_axle_multi"":535,""four_six_axle_monthly"":11855,""seven_plus_axle_single"":435,""seven_plus_axle_multi"":650,""seven_plus_axle_monthly"":14430}","<b style='color:#22A7EA'>Kunwarpur</b><br/><b> </b> Ms R.K. Jain Infra Projects Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Nuruddinpur",462,26.035838,81.43825,0,0,"01-04-2021","{""car_single"":null,""car_multi"":105,""car_monthly"":2350,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3795,""bus_multi"":360,""bus_monthly"":7955,""multiaxle_single"":260,""multiaxle_multi"":390,""multiaxle_monthly"":8680,""hcm_single"":375,""hcm_multi"":560,""hcm_monthly"":12475,""four_six_axle_single"":375,""four_six_axle_multi"":560,""four_six_axle_monthly"":12475,""seven_plus_axle_single"":455,""seven_plus_axle_multi"":685,""seven_plus_axle_monthly"":15185}","<b style='color:#22A7EA'>Nuruddinpur</b><br/><b> </b> Pratap Construction Co.",0,"Public Funded",,,,,,,,
"Chuipali",464,21.299829,82.94286,0,0,"01-04-2021","{""car_single"":null,""car_multi"":160,""car_monthly"":3585,""lcv_single"":null,""lcv_multi"":260,""lcv_monthly"":5790,""bus_multi"":545,""bus_monthly"":12135,""multiaxle_single"":395,""multiaxle_multi"":595,""multiaxle_monthly"":13240,""hcm_single"":570,""hcm_multi"":855,""hcm_monthly"":19030,""four_six_axle_single"":570,""four_six_axle_multi"":855,""four_six_axle_monthly"":19030,""seven_plus_axle_single"":695,""seven_plus_axle_multi"":1040,""seven_plus_axle_monthly"":23165}","<b style='color:#22A7EA'>Chuipali</b><br/><b> </b> M/s BSCPL Aurang Tollway Ltd",0,"BOT (Toll)",,,,,,,,
"Dhank",465,21.226901,82.422438,0,0,"01-04-2021","{""car_single"":null,""car_multi"":220,""car_monthly"":4875,""lcv_single"":null,""lcv_multi"":345,""lcv_monthly"":7685,""bus_multi"":715,""bus_monthly"":15835,""multiaxle_single"":520,""multiaxle_multi"":780,""multiaxle_monthly"":17310,""hcm_single"":735,""hcm_multi"":1100,""hcm_monthly"":24460,""four_six_axle_single"":735,""four_six_axle_multi"":1100,""four_six_axle_monthly"":24460,""seven_plus_axle_single"":920,""seven_plus_axle_multi"":1380,""seven_plus_axle_monthly"":30705}","<b style='color:#22A7EA'>Dhank</b><br/><b> </b> M/s BSCPL Aurang Tollway Ltd",0,"BOT (Toll)",,,,,,,,
"Vasad",466,22.453254,73.070539,0,0,"01-04-2021","{""car_single"":null,""car_multi"":195,""car_monthly"":4295,""lcv_single"":null,""lcv_multi"":300,""lcv_monthly"":6685,""bus_multi"":615,""bus_monthly"":13690,""multiaxle_single"":450,""multiaxle_multi"":675,""multiaxle_monthly"":14995,""hcm_single"":630,""hcm_multi"":945,""hcm_monthly"":20955,""four_six_axle_single"":630,""four_six_axle_multi"":945,""four_six_axle_monthly"":20955,""seven_plus_axle_single"":800,""seven_plus_axle_multi"":1205,""seven_plus_axle_monthly"":26745}","<b style='color:#22A7EA'>Vasad</b><br/><b> </b> M/s Ahmedabad Vadodara Super Express Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
